摘要,事务密钥,事务ID,事务类型,状态,项目键,项目名称,项目类型,项目负责人,项目主管 ID,项目描述,优先级,解决方案,经办人,经办人 ID,报告人,报告人 ID,创建者,创建者 ID,已创建,已更新,最近查看过的,已解决,截止日期,表决,标签,描述,环境,管理关注列表,管理关注列表,管理关注列表,关注者 ID,关注者 ID,关注者 ID,登记工作日志,登记工作日志,原始预估,剩余估计量,所用时间,工作量比率,初始预估时间总计,Σ 剩余估计量,总耗费时间,安全级别,附件,附件,附件,附件,附件,附件,自定义字段 (Actual Result),自定义字段 (Affected Version),自定义字段 (Affected services),自定义字段 (Affects Versions),自定义字段 (Approvals),自定义字段 (Asset type),自定义字段 (Atlassian 项目),自定义字段 (Atlassian 项目状态),自定义字段 (BOM Name),自定义字段 (BOM name and version),自定义字段 (Bug Fix Point),自定义字段 (Category),自定义字段 (Client),自定义字段 (Customer Name),自定义字段 (Design Completion Date),自定义字段 (Device),自定义字段 (End Date),自定义字段 (Epic Color),自定义字段 (Epic Name),自定义字段 (Epic Status),自定义字段 (Expected Due Date),自定义字段 (Expected Result),自定义字段 (Feasibility Completion Date),自定义字段 (Fix Versions),自定义字段 (Issue color),自定义字段 (Locked forms),自定义字段 (Open forms),自定义字段 (Pain Point ),自定义字段 (Priority),自定义字段 (Prod Approved By),自定义字段 (Production Completion Date),自定义字段 (Production Only),自定义字段 (Production Status),自定义字段 (Project),自定义字段 (Project overview key),自定义字段 (Project overview status),自定义字段 (R&D completion time),自定义字段 (Rank),自定义字段 (Reference),自定义字段 (Reproduction),自定义字段 (Request Type),自定义字段 (Request language),自定义字段 (Request participants),自定义字段 (Resolution),自定义字段 (Resolver),自定义字段 (Resolver),自定义字段 (Resolver)ID,自定义字段 (Resolver),满意度评级,自定义字段 (Satisfaction date),自定义字段 (Scheduled Completion Date),自定义字段 (Sentiment),自定义字段 (Solution),自定义字段 (Solution Approach),自定义字段 (Staging Approved By),自定义字段 (Staging Completion Date),自定义字段 (Staging Status),自定义字段 (Start date),自定义字段 (Story Points),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Story point estimate),自定义字段 (Submitted forms),自定义字段 (Tag),自定义字段 (Target Completion Date),自定义字段 (Target Timeline),自定义字段 (Target end),自定义字段 (Target start),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Task Point),自定义字段 (Team),自定义字段 (Time to first response),自定义字段 (Time to resolution),自定义字段 (Total forms),自定义字段 (Trade Show Date),自定义字段 (Version),自定义字段 (Version Type),自定义字段 (Vulnerability),自定义字段 (Workflow Needed),自定义字段 ([CHART] Date of First Response),自定义字段 ([CHART] Time in Status),自定义字段 (development),自定义字段 (交付状态),自定义字段 (交付进度),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (产品需求状态),自定义字段 (优先级),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (修复版本),自定义字段 (值),自定义字段 (工作类别),自定义字段 (工作量),自定义字段 (已链接的项目),自定义字段 (影响),自定义字段 (影响分数),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (影响版本),自定义字段 (微软),自定义字段 (想法已归档),自定义字段 (想法归档时间),自定义字段 (想法的简短描述),自定义字段 (截至日期),自定义字段 (报告人),自定义字段 (报告人)ID,自定义字段 (提测时间),自定义字段 (文档),自定义字段 (时间跟踪),自定义字段 (时间跟踪),自定义字段 (洞察信息),自定义字段 (环境),自定义字段 (环境),自定义字段 (环境),自定义字段 (目标),自定义字段 (类别),自定义字段 (置信度),自定义字段 (规格准备就绪),自定义字段 (设计准备就绪),自定义字段 (评论),自定义字段 (路线图),自定义字段 (重点领域),自定义字段 (项目),自定义字段 (项目开始),自定义字段 (项目目标),自定义字段 (预算),评论,评论,评论,评论,评论,父项,父项关键字,Parent summary,状态类别,状态类别已更改
根据硬件组和软件组输出的 板级/整机测试方案（含接线方式，测点，测试项目等内容），编写PCBA的 ICT FCT测试工装技术要求。,DC320-115,45430,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,Yungang Yang,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,13/十一月/25 4:55 上午,13/十一月/25 4:55 上午,,,30/十一月/25 12:00 上午,0,,,,Yungang Yang,,,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@27f0baa6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442n:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45406,DC320-113,FCT ICT测试工装,待办,13/十一月/25 4:55 上午
请杨工确认需要哪些资料和信息，提前准备,DC320-114,45407,子任务,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,,,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,12/十一月/25 10:37 下午,13/十一月/25 5:17 上午,,13/十一月/25 5:17 上午,,0,,,,Yanwen Wang,Yungang Yang,,712020:8b826984-d86c-4a33-a641-251511cda1da,712020:289e4776-e029-4821-bebc-ed6c96b9fca7,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4ff25af9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0442r:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-13 10:16:08.268,11679_*:*_1_*:*_23999388_*|*_11681_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/十一月/25 5:16 上午;712020:289e4776-e029-4821-bebc-ed6c96b9fca7;需要请软件组和硬件组提供板级测试方案（含接线方式，测试项目），软件需提供FCT Boot，硬件需要提供一台样机先参考，等定版后再提供最终版的样机，谢谢！,,,,,45406,DC320-113,FCT ICT测试工装,完成,13/十一月/25 5:17 上午
组内管理工作,DC320-119,47238,任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,04/十二月/25 4:50 上午,04/十二月/25 4:50 上午,,,,0,,,,,,,,,,,,,,,,,0,9000,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36a51237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i049nv:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待办,04/十二月/25 4:50 上午
整理各项目平台化方案，输出方案文档,DC320-120,47239,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,04/十二月/25 4:51 上午,04/十二月/25 4:51 上午,,,,0,,,,,,,,,,;04/十二月/25 4:51 上午;712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7;3600,,,0,3600,,,0,3600,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d7db89e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i049o3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47238,DC320-119,组内管理工作,待办,04/十二月/25 4:51 上午
检查版本提测流程,DC320-121,47310,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,05/十二月/25 5:08 上午,05/十二月/25 5:09 上午,,,,0,,,,,,,,,,;05/十二月/25 5:09 上午;712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7;1800,,,0,1800,,,0,1800,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a278254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04a23:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47238,DC320-119,组内管理工作,待办,05/十二月/25 5:08 上午
整理新版编程规范,DC320-122,47311,子任务,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,Yue Yang,712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7,05/十二月/25 5:09 上午,05/十二月/25 5:09 上午,,,,0,,,,,,,,,,;05/十二月/25 5:09 上午;712020:957b55c4-f617-4ca2-8ece-9b50291ed7d7;3600,,,0,3600,,,0,3600,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@a2fcb16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04a2b:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47238,DC320-119,组内管理工作,待办,05/十二月/25 5:09 上午
【AcuDC-320 v1.01p01】上位机修改电缆损失补偿值后，查看echilog日志记录值与实际修改值不一致,DC320-123,47613,故障,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,10/十二月/25 2:09 上午,19/三月/26 5:30 上午,,19/三月/26 5:30 上午,,0,上位机,"问题简述:

上位机修改电缆损失补偿值后，查看echilog日志记录值与实际修改值不一致

测试用例编号:

Function_AcuDC320_Sprint2_001_02_case1

前置条件:

1、AcuDC320电表

2、铅封封闭

3、Acuview2

4、RS485

测试步骤：

1、上位机修改电缆损失补偿参数从0改为1

2、查看echilog记录的修改日志

预期结果:

2、echilog日志显示电缆损失补偿从0修改1

实际测试结果:

2、echilog日志显示电缆损失补偿从0修改6.5536

测试人员: 焦任捷

开发人员: 武警生

缺陷出现频率: 必现

测试初步分析:上位机

软件版本: 1.01p01

                mb_boot:v1.01p01

                display_app_v1.01p01

                DR_v01.01_20251104
                MCU_v01.01_20251024",,Jingsheng Wu,Renjie Jiao,,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,712020:c9594b01-54b4-40f5-a40e-789f1adda839,,,,,,,,,,,,10/十二月/25 2:07 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20251210-070728.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82088,10/十二月/25 2:07 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20251210-070739.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82087,25/一月/26 10:58 下午;7d6ef2ce-8df0-4779-9f0f-3695c96e3019;image-20251210-072120 (3e862585-77ad-47b4-88d3-4879935d0a86).png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/86547,10/十二月/25 2:21 上午;7d6ef2ce-8df0-4779-9f0f-3695c96e3019;image-20251210-072120.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82089,27/一月/26 3:42 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20260127-084247.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/86777,19/三月/26 5:30 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20260319-092940.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/97991,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30d730de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04awr:,,,,,,,,Jingsheng Wu,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-10 07:21:26.471,11679_*:*_1_*:*_750296_*|*_12384_*:*_2_*:*_3621924450_*|*_12385_*:*_1_*:*_3315_*|*_11680_*:*_2_*:*_5189_*|*_12383_*:*_2_*:*_708344823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,,,,,,,,,,,,,,,,,,,,,"10/十二月/25 2:21 上午;712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90;问题解决版本:1.09p02

问题根因: 解析错误

修改方案: 修改逻辑

给测试验证建议: 无

开发自验正场景*:* 无

测试步骤*：* 1、上位机修改电缆损失补偿参数从0改为1

2、查看echilog记录的修改日志

实际测试结果: 

!image-20251210-072120.png|width=917,alt=""image-20251210-072120.png""!

截图或者日志：","25/一月/26 10:58 下午;712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90;问题解决版本:v1.09p03

问题根因: 同步代码导致，未进入对应逻辑

修改方案: 修改代码

给测试验证建议: 无

开发自验正场景*:* 无

测试步骤*：* 1、上位机修改电缆损失补偿参数显示问题

2、查看echilog记录的修改日志

实际测试结果: 

!image-20251210-072120 (3e862585-77ad-47b4-88d3-4879935d0a86).png|width=917,alt=""image-20251210-072120.png""!

截图或者日志：","27/一月/26 3:42 上午;712020:c9594b01-54b4-40f5-a40e-789f1adda839;回归测试信息如下：

回归测试版本:v1.01p02

上位机：V1.09p02

原场景测试：
Function_AcuDC320_Sprint2_001_02_case1    ----测试结果:failed

扩展场景测试：NA
回归测试结论:failed
回归测试日志:

!image-20260127-084247.png|width=693,alt=""image-20260127-084247.png""!","19/三月/26 5:30 上午;712020:c9594b01-54b4-40f5-a40e-789f1adda839;回归测试信息如下：

回归测试版本:v1.01p03

上位机：V1.09p03

原场景测试：
Function_AcuDC320_Sprint2_001_02_case1    ----测试结果:PASS

扩展场景测试：NA
回归测试结论:PASS
回归测试日志:

!image-20260319-092940.png|width=958,alt=""image-20260319-092940.png""!",,,,,完成,19/三月/26 5:30 上午
【AcuDC-320 v1.01p01】上位机Setting_General界面波特率下拉列表115200显示在中间，未按照升序排列，预期:115200显示在最底部,DC320-124,47747,故障,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Yi Song,712020:183e8c9a-5323-4038-a009-d1580849411e,Yi Song,712020:183e8c9a-5323-4038-a009-d1580849411e,Yi Song,712020:183e8c9a-5323-4038-a009-d1580849411e,10/十二月/25 9:14 下午,27/一月/26 12:34 上午,,27/一月/26 12:34 上午,,0,上位机,"问题简述:

上位机Setting_General界面波特率下拉列表115200显示在中间，未按照升序排列，预期:115200显示在最底部

测试用例编号:

Function_AcuDC320_03_01_case7

前置条件:

1、AcuDC320电表打开

2、上位机RS485方式连接电表

测试步骤：

1、上位机进入Setting_General界面

2、点开波特率选项列表

3、检查显示情况

预期结果:

115200显示在最底，按照升序排列

实际测试结果:

波特率下拉列表115200显示在中间，未按照升序排列

测试人员: 宋祎

开发人员: Jingsheng Wu

缺陷出现频率: 必现

测试初步分析:上位机

软件版本: 1.01p01

                mb_boot:v1.01p01

                display_app_v1.01p01

                DR_v01.01_20251104
                MCU_v01.01_20251024",,Jingsheng Wu,Renjie Jiao,Yi Song,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,712020:c9594b01-54b4-40f5-a40e-789f1adda839,712020:183e8c9a-5323-4038-a009-d1580849411e,,,,,,,,,,,10/十二月/25 9:38 下午;7d6ef2ce-8df0-4779-9f0f-3695c96e3019;image-20251211-023831.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82217,27/一月/26 12:34 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20260127-053316.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/86744,10/十二月/25 9:14 下午;a7e6c640-8ec5-42b9-b6c0-f4a936494684;图像.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82215,10/十二月/25 9:14 下午;a7e6c640-8ec5-42b9-b6c0-f4a936494684;图像.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82216,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f247ac2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04bez:,,,,,,,,Jingsheng Wu,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-11 02:38:37.422,11679_*:*_1_*:*_1458551_*|*_12384_*:*_1_*:*_0_*|*_11680_*:*_1_*:*_2244_*|*_12383_*:*_1_*:*_357147139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yi Song,712020:183e8c9a-5323-4038-a009-d1580849411e,,,,,,,,,,,,,,,,,,,,,"10/十二月/25 9:38 下午;712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90;问题解决版本:1.09p02

问题根因: 逻辑错误

修改方案: 修改逻辑

给测试验证建议: 无

开发自验正场景*:* 无

测试步骤*：* 1、上位机进入Setting_General界面

2、点开波特率选项列表

3、检查显示情况

实际测试结果: 

!image-20251211-023831.png|width=130,alt=""image-20251211-023831.png""!

截图或者日志：","27/一月/26 12:34 上午;712020:c9594b01-54b4-40f5-a40e-789f1adda839;

回归测试信息如下：

回归测试版本:v1.01p02

上位机：1.09p02

原场景测试：
Function_AcuDC320_03_01_case7   ----测试结果:passed

扩展场景测试：NA
回归测试结论:passed
回归测试日志:

!image-20260127-053316.png|width=741,alt=""image-20260127-053316.png""!",,,,,,,完成,27/一月/26 12:34 上午
【AcuDC-320 v1.01p01】上位机可以修改Modbus RTU Enable状态为off。预期结果：上位机页面不支持修改Modbus RTU Enable状态,DC320-125,47762,故障,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,10/十二月/25 9:59 下午,27/一月/26 3:08 上午,,27/一月/26 3:08 上午,,0,上位机,"问题简述:

上位机可以修改Modbus RTU Enable状态为off。预期结果：上位机页面不支持修改Modbus RTU Enable状态

测试用例编号:

N/A

前置条件:

1、AcuDC320电表

2、铅封封闭

3、Acuview2

4、RS485

测试步骤：

1、上位机查看是否可以修改Modbus RTU Enable状态

预期结果:

1、上位机不支持修改Modbus RTU Enable状态

实际测试结果:

2、上位机可以修改Modbus RTU Enable状态

测试人员: 焦任捷

开发人员: 武警生

缺陷出现频率: 必现

测试初步分析:上位机

软件版本: 1.01p01
 mb_boot:v1.01p01

display_app_v1.01p01

DR_v01.01_20251104

MCU_v01.01_20251024

!image-20251211-025941.png|width=669,alt=""image-20251211-025941.png""!",,Jingsheng Wu,Renjie Jiao,,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,712020:c9594b01-54b4-40f5-a40e-789f1adda839,,,,,,,,,,,,10/十二月/25 9:59 下午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20251211-025856.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82222,10/十二月/25 9:59 下午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20251211-025941.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82223,10/十二月/25 10:12 下午;7d6ef2ce-8df0-4779-9f0f-3695c96e3019;image-20251211-031022.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/82225,27/一月/26 3:08 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20260127-080754.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/86770,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1aae9af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04bgz:,,,,,,,,Jingsheng Wu,712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-11 03:12:49.033,11679_*:*_1_*:*_605229_*|*_12384_*:*_1_*:*_0_*|*_11680_*:*_1_*:*_2119_*|*_12383_*:*_1_*:*_355209668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,,,,,,,,,,,,,,,,,,,,,"10/十二月/25 10:12 下午;712020:504b1da7-598d-4414-bfa4-b6ed3cdccd90;!image-20251211-031022.png|width=932,alt=""image-20251211-031022.png""!

问题解决版本:1.09p02

问题根因: 需求要求删除配置

修改方案: 删除控件

给测试验证建议: 无

开发自验正场景*:* 无

测试步骤*：* 1、上位机查看是否可以修改Modbus RTU Enable状态

实际测试结果: 

截图或者日志","27/一月/26 3:08 上午;712020:c9594b01-54b4-40f5-a40e-789f1adda839;回归测试信息如下：

回归测试版本:v1.01p02

上位机：1.09p02

原场景测试：

扩展场景测试：NA
回归测试结论:passed
回归测试日志:

!image-20260127-080754.png|width=633,alt=""image-20260127-080754.png""!",,,,,,,完成,27/一月/26 3:08 上午
【AcuDC-320 v1.01p01】通过modbus命令后台修改Modbus RTU Enable状态为off成功。预期结果：mcu后台限制修改Modbus RTU Enable状态,DC320-126,47777,故障,CLOSED已关闭,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,完成,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,Renjie Jiao,712020:c9594b01-54b4-40f5-a40e-789f1adda839,10/十二月/25 10:06 下午,27/一月/26 3:21 上午,,27/一月/26 3:21 上午,,0,mcu,"问题简述:

通过modbus命令后台修改Modbus RTU Enable状态为off成功。预期结果：mcu后台限制修改Modbus RTU Enable状态

测试用例编号:

N/A

前置条件:

1、AcuDC320电表

2、铅封封闭

3、Acuview2

4、RS485

测试步骤：

1、通过RTU连接SSCOM，发送modbus命令修改Modbus RTU Enable 为disable

预期结果:

1、修改失败，mcu后台限制修改

实际测试结果:

1、修改失败，导致设备变砖

测试人员: 焦任捷

开发人员: 王培功

缺陷出现频率: 必现

测试初步分析:MCU

软件版本: 1.01p01
 mb_boot:v1.01p01

display_app_v1.01p01

DR_v01.01_20251104

MCU_v01.01_20251024",,Renjie Jiao,,,712020:c9594b01-54b4-40f5-a40e-789f1adda839,,,,,,,,,,,,,27/一月/26 3:21 上午;c1649e5a-d5d7-4afa-b3a0-e24cf27ee848;image-20260127-081940.png;https://accuenergy.atlassian.net/rest/api/3/attachment/content/86775,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@441a4ff6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04bir:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11679_*:*_1_*:*_4078989647_*|*_12384_*:*_1_*:*_0_*|*_11680_*:*_1_*:*_4420_*|*_12383_*:*_1_*:*_4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27/一月/26 3:21 上午;712020:c9594b01-54b4-40f5-a40e-789f1adda839;回归测试信息如下：

回归测试版本:v1.01p02

上位机：1.09p02

原场景测试：

通过寄存器修改RTU enable  disable状态，不生效，不影响上位机通过RTU连接电表

扩展场景测试：NA
回归测试结论:passed
回归测试日志:

!image-20260127-081940.png|width=348,alt=""image-20260127-081940.png""!",,,,,,,,完成,27/一月/26 3:21 上午
试产,DC320-127,49621,长篇故事,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,Andy Ng,712020:38858041-b924-44f4-8bc7-7b9e094a2a6b,Jiexin Li,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,Jiexin Li,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,08/一月/26 9:33 下午,08/一月/26 9:34 下午,,,,0,,,,Jiexin Li,,,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17eb5b87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04hbh:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待办,08/一月/26 9:33 下午
采购,DC320-128,49622,长篇故事,CREATED已创建,DC320,AcuDC-320,business,Yanwen Wang,712020:8b826984-d86c-4a33-a641-251511cda1da,,Medium,,,,Jiexin Li,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,Jiexin Li,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,08/一月/26 9:33 下午,08/一月/26 9:33 下午,,,,0,,,,Jiexin Li,,,712020:ef496d0f-a115-4c42-a0e8-21ad19b053cf,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c83e428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i04hbp:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待办,08/一月/26 9:33 下午
